My HH sim
batch_run from t = 0 to 2 in steps of 0.1 with dt = 0.0078125
 0 -65
 0.101563 -64.997
 0.203125 -64.9942
 0.304688 -63.7547
 0.40625 -48.1964
 0.507813 -34.2625
 0.609375 -32.0394
 0.710938 -22.0538
 0.8125 0.646594
 0.914063 29.697
 1.01563 40.8104
 1.11719 40.5819
 1.21875 37.9179
 1.32031 34.2633
 1.42188 29.9381
 1.52344 25.1542
 1.625 20.089
 1.72656 14.8858
 1.82813 9.65344
 1.92969 4.46827
